,Year,Team,Player,Season,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 27,SOS
421,2009,MIA,Robert Dozier,Career,Memphis,,148.0,111.0,25.0,3.3,7.1,0.466,3.0,6.0,0.493,0.3,1.1,0.312,2.4,3.4,0.6920000000000001,2.6,3.9,6.5,1.0,1.0,1.5,1.7,2.6,9.3,,4.63
423,2010,PHI,Evan Turner,Career,Ohio State,,101.0,94.0,32.8,5.3,10.6,0.502,4.8,9.1,0.525,0.5,1.5,0.36200000000000004,3.8,5.0,0.758,1.5,5.3,6.8,4.1,1.6,0.7,3.5,2.7,15.0,,7.86
424,2010,NJN,Derrick Favors,Career,Georgia Tech,,36.0,35.0,27.5,5.0,8.1,0.611,5.0,8.1,0.613,0.0,0.0,0.0,2.5,4.0,0.629,3.0,5.4,8.4,1.0,0.9,2.1,2.5,2.6,12.4,,9.02
425,2010,MIN,Wesley Johnson,Career,Charleston Southern,,52.0,8.0,8.8,0.5,1.0,0.529,0.5,1.0,0.529,0.0,0.0,,0.6,1.2,0.508,0.7,0.8,1.5,0.1,0.2,0.3,0.3,1.4,1.6,,-3.91
427,2010,GSW,Ekpe Udoh,Career,Overall,,103.0,67.0,27.2,3.3,7.0,0.472,3.2,6.6,0.485,0.1,0.4,0.289,1.6,2.5,0.649,2.5,3.8,6.3,1.5,0.8,2.8,1.5,2.2,8.4,,7.6
428,2010,DET,Greg Monroe,Career,Georgetown,,65.0,65.0,32.6,5.3,9.8,0.5429999999999999,5.2,9.3,0.5579999999999999,0.1,0.5,0.273,3.7,5.5,0.677,2.1,6.1,8.2,3.2,1.5,1.5,2.9,2.5,14.5,,9.26
429,2010,LAC,Al-Farouq Aminu,Career,Wake Forest,,62.0,60.0,30.1,5.0,10.6,0.47600000000000003,4.6,8.9,0.522,0.4,1.7,0.23800000000000002,3.9,5.7,0.687,3.3,6.1,9.4,1.4,1.2,1.3,2.9,2.8,14.4,,8.1
432,2010,NOH,Cole Aldrich,Career,Kansas,,111.0,71.0,21.0,3.5,6.1,0.574,3.5,6.1,0.574,0.0,0.0,,2.3,3.2,0.7290000000000001,2.3,5.5,7.7,0.6,0.5,2.3,1.2,2.1,9.4,,8.12
433,2010,MEM,Xavier Henry,Career,Kansas,,36.0,36.0,27.5,4.5,9.8,0.45799999999999996,2.6,5.3,0.49200000000000005,1.9,4.6,0.418,2.5,3.2,0.7829999999999999,1.2,3.2,4.4,1.5,1.5,0.5,1.9,1.8,13.4,,8.25
434,2010,TOR,Ed Davis,Career,UNC,,61.0,25.0,22.2,3.4,6.3,0.5479999999999999,3.4,6.3,0.5479999999999999,0.0,0.0,,2.3,3.7,0.623,2.4,5.3,7.7,0.7,0.4,2.1,1.4,1.9,9.2,,9.09
435,2010,HOU,Patrick Patterson,Career,Kentucky,,97.0,97.0,34.0,6.4,10.9,0.585,6.1,10.1,0.604,0.2,0.8,0.32899999999999996,3.2,4.3,0.7340000000000001,2.9,5.3,8.2,1.5,0.7,1.6,1.6,2.1,16.1,,6.24
436,2010,MIL,Larry Sanders,Career,VCU,,101.0,82.0,23.5,4.1,7.9,0.52,4.1,7.7,0.526,0.0,0.2,0.25,2.1,3.6,0.5770000000000001,2.5,5.2,7.7,0.5,0.6,2.7,1.5,3.1,10.3,,-0.69
437,2010,MIN,Luke Babbitt,Career,Nevada,,68.0,68.0,34.9,6.5,13.6,0.48,5.4,11.0,0.494,1.1,2.6,0.42100000000000004,5.2,5.8,0.893,2.0,6.2,8.1,1.8,0.9,0.8,2.1,2.2,19.4,,1.98
438,2010,OKC,Eric Bledsoe,Career,Kentucky,,37.0,35.0,30.3,3.9,8.4,0.462,2.6,5.0,0.516,1.3,3.5,0.38299999999999995,2.2,3.3,0.667,0.5,2.6,3.1,2.9,1.4,0.3,3.0,2.2,11.3,,6.82
439,2010,BOS,Avery Bradley,Career,Texas,,34.0,32.0,29.5,4.7,10.8,0.43200000000000005,3.4,7.5,0.457,1.2,3.3,0.375,1.1,1.9,0.545,1.0,1.9,2.9,2.1,1.3,0.5,1.5,2.4,11.6,,7.38
440,2010,SAS,James Anderson,Career,BYU,,87.0,1.0,6.3,0.7,1.4,0.46299999999999997,0.7,1.4,0.46299999999999997,0.0,0.0,,0.3,0.7,0.39,0.5,0.7,1.3,0.2,0.1,0.4,0.2,1.6,1.6,,4.3
441,2010,OKC,Craig Brackins,Career,Iowa State,,96.0,95.0,31.8,6.0,13.4,0.445,5.2,10.9,0.48,0.7,2.5,0.292,3.4,4.7,0.726,1.7,6.0,7.7,1.6,0.5,1.0,2.0,2.0,16.0,,7.34
442,2010,POR,Elliot Williams,Career,Overall,,68.0,46.0,24.9,3.4,7.6,0.45399999999999996,2.4,4.6,0.524,1.0,2.9,0.345,3.2,4.4,0.7190000000000001,0.8,2.3,3.1,2.2,1.0,0.1,1.9,1.9,11.1,,6.36
443,2010,MIN,Trevor Booker,Career,Clemson,,134.0,134.0,28.4,5.1,9.2,0.5589999999999999,5.0,8.6,0.574,0.2,0.5,0.324,2.4,3.9,0.624,3.0,4.9,7.9,1.7,1.1,1.9,1.9,2.3,12.9,,7.85
444,2010,ATL,Damion James,Career,Texas,,142.0,140.0,29.3,5.0,10.4,0.479,4.2,8.4,0.506,0.7,2.0,0.364,2.8,4.4,0.64,2.9,6.3,9.3,1.1,1.0,1.1,1.8,2.8,13.5,,7.54
445,2010,MEM,Dominique Jones,Career,South Florida,,95.0,94.0,36.5,6.2,14.1,0.442,4.5,8.9,0.512,1.7,5.2,0.32299999999999995,4.8,6.5,0.737,1.5,3.9,5.4,3.5,1.5,0.4,2.6,2.6,18.9,,7.32
446,2010,OKC,Quincy Pondexter,Career,Washington,,136.0,102.0,27.3,4.8,9.5,0.503,4.4,8.3,0.528,0.4,1.2,0.327,3.1,4.1,0.768,2.4,3.2,5.6,1.7,0.8,0.3,1.9,2.5,13.1,,7.55
447,2010,NJN,Jordan Crawford,Career,Overall,,65.0,42.0,29.3,5.6,12.4,0.455,4.0,8.0,0.494,1.7,4.4,0.384,2.6,3.3,0.765,1.0,3.1,4.1,2.6,1.2,0.2,2.2,1.6,15.5,,6.01
448,2010,MEM,Greivis Vásquez,Career,Maryland,,136.0,123.0,33.6,5.5,13.0,0.425,3.8,7.9,0.48700000000000004,1.7,5.1,0.32899999999999996,3.2,3.9,0.828,1.0,3.8,4.8,5.7,1.4,0.3,3.3,2.2,16.0,,7.95
449,2010,ORL,Daniel Orton,Career,Kentucky,,38.0,0.0,13.2,1.3,2.4,0.527,1.3,2.3,0.539,0.0,0.1,0.0,0.9,1.7,0.524,1.2,2.1,3.3,0.4,0.6,1.4,1.0,2.3,3.4,,6.82
450,2010,WAS,Lazar Hayward,Career,Marquette,,138.0,118.0,26.4,4.8,10.7,0.452,3.6,7.3,0.49700000000000005,1.2,3.4,0.35700000000000004,2.6,3.3,0.789,2.2,4.4,6.6,0.9,1.1,0.3,1.7,2.7,13.5,,7.79
451,2010,MIA,Dexter Pittman,Career,Texas,,134.0,59.0,12.2,2.5,4.0,0.623,2.5,4.0,0.623,0.0,0.0,,1.6,2.6,0.601,2.0,1.9,3.9,0.3,0.2,0.9,1.1,2.0,6.6,,7.54
452,2010,SAC,Hassan Whiteside,Career,Marshall,,34.0,23.0,26.1,4.9,9.4,0.524,4.8,9.2,0.522,0.1,0.1,0.6,3.2,5.5,0.588,2.7,6.2,8.9,0.3,0.6,5.4,1.9,2.4,13.1,,1.57
453,2010,POR,Armon Johnson,Career,Nevada,,101.0,99.0,32.7,5.4,11.6,0.467,4.7,9.2,0.514,0.7,2.4,0.289,2.8,3.7,0.75,0.8,2.9,3.7,4.4,0.8,0.2,2.7,1.7,14.3,,1.28
454,2010,DET,Terrico White,Career,Ole Miss,,66.0,55.0,30.8,5.3,12.3,0.429,3.4,7.0,0.491,1.9,5.4,0.34700000000000003,2.0,3.0,0.68,1.2,2.8,4.0,1.9,0.8,0.2,1.5,1.8,14.5,,5.59
455,2010,MIL,Darington Hobson,Career,New Mexico,,35.0,35.0,33.6,5.5,12.5,0.44,4.4,9.5,0.465,1.1,3.1,0.361,3.7,5.7,0.653,2.1,7.1,9.3,4.6,1.3,0.4,3.0,1.9,15.9,,3.84
456,2010,NYK,Andy Rautins,Career,Syracuse,,127.0,65.0,24.4,2.8,7.1,0.396,0.6,1.2,0.506,2.2,5.9,0.374,0.9,1.2,0.763,0.4,2.2,2.6,2.7,1.4,0.2,1.7,1.9,8.8,,7.83
457,2010,NYK,Landry Fields,Career,Stanford,,129.0,65.0,23.6,3.9,8.4,0.46299999999999997,3.1,6.0,0.51,0.8,2.3,0.342,2.3,3.3,0.6759999999999999,1.6,3.5,5.0,1.6,0.9,0.4,1.5,1.6,10.8,,7.35
458,2010,IND,Lance Stephenson,Career,Cincinnati,,34.0,32.0,28.2,4.8,10.8,0.44,4.3,8.7,0.495,0.5,2.1,0.21899999999999997,2.3,3.5,0.664,1.9,3.5,5.4,2.5,0.9,0.2,2.4,1.9,12.3,,8.45
459,2010,MIA,Jarvis Varnado,Career,Mississippi State,,141.0,119.0,25.5,3.9,6.6,0.589,3.9,6.6,0.591,0.0,0.0,0.25,2.2,3.6,0.595,2.5,5.3,7.8,0.6,0.5,4.0,1.4,2.4,10.0,,5.47
460,2010,MIA,Da'Sean Butler,Career,West Virginia,,146.0,110.0,30.8,5.1,11.3,0.44799999999999995,3.7,7.3,0.5,1.4,4.0,0.353,2.8,3.8,0.732,1.8,3.6,5.5,1.9,1.1,0.2,1.7,2.3,14.3,,7.8
461,2010,LAL,Devin Ebanks,Career,West Virginia,,69.0,65.0,32.1,4.0,8.6,0.46299999999999997,3.9,7.6,0.51,0.1,1.0,0.114,3.1,4.2,0.736,2.8,5.2,7.9,2.6,0.9,0.7,2.1,1.7,11.2,,9.3
462,2010,MIL,Jerome Jordan,Career,Tulsa,,133.0,119.0,24.2,4.1,7.2,0.5670000000000001,4.1,7.2,0.5670000000000001,0.0,0.0,,3.1,4.5,0.696,2.2,5.2,7.4,0.8,0.4,2.5,2.0,2.5,11.3,,2.63
463,2010,PHO,Gani Lawal,Career,Georgia Tech,,99.0,91.0,24.3,4.5,8.2,0.5479999999999999,4.5,8.2,0.55,0.0,0.0,0.0,2.8,5.0,0.552,2.7,4.5,7.2,0.4,0.6,1.3,2.1,2.4,11.8,,8.64
464,2010,MIL,Tiny Gallon,Career,Oklahoma,,30.0,21.0,24.0,4.1,7.4,0.547,3.9,6.9,0.573,0.1,0.6,0.235,2.1,3.0,0.6970000000000001,2.8,5.2,7.9,0.8,0.7,0.8,2.3,2.8,10.3,,7.79
465,2010,DAL,Solomon Alabi,Career,Florida State,,77.0,68.0,22.0,3.5,6.6,0.534,3.5,6.6,0.535,0.0,0.0,0.0,2.1,2.9,0.745,2.1,3.3,5.4,0.4,0.5,2.1,1.7,2.1,9.1,,7.34
466,2010,OKC,Magnum Rolle,Career,Overall,,126.0,72.0,21.0,3.2,6.5,0.503,3.2,6.4,0.504,0.0,0.0,0.333,1.6,2.6,0.634,2.2,3.4,5.6,0.6,0.6,1.4,1.4,2.2,8.1,,3.46
467,2010,BOS,Luke Harangody,Career,Notre Dame,,129.0,108.0,29.2,7.3,15.3,0.47600000000000003,6.9,14.3,0.486,0.3,1.0,0.326,4.4,5.6,0.782,3.0,6.5,9.5,1.6,0.8,0.7,1.8,2.4,19.2,,6.73
468,2010,LAC,Willie Warren,Career,Oklahoma,,57.0,53.0,31.7,4.9,10.6,0.45899999999999996,3.2,5.8,0.55,1.7,4.9,0.35,3.8,4.8,0.7879999999999999,0.6,2.1,2.6,3.5,1.1,0.1,2.8,2.3,15.2,,7.33
469,2010,UTA,Jeremy Evans,Career,Western Kentucky,,134.0,130.0,23.5,3.2,5.0,0.639,3.1,4.7,0.654,0.1,0.2,0.364,1.5,2.2,0.684,2.4,3.5,5.9,0.5,0.6,1.7,1.0,2.4,7.9,,-1.72
470,2010,MIN,Hamady N'Diaye,Career,Rutgers,,124.0,85.0,22.1,2.2,4.0,0.539,2.2,4.0,0.542,0.0,0.0,0.0,1.5,2.5,0.5920000000000001,1.8,3.7,5.5,0.4,0.4,2.9,1.4,2.7,5.8,,6.36
471,2010,IND,Ryan Reid,Career,Florida State,,126.0,66.0,20.2,1.9,3.8,0.495,1.9,3.8,0.494,0.0,0.0,1.0,1.2,2.0,0.604,1.7,2.2,3.9,0.7,0.5,0.6,1.6,1.9,5.0,,7.66
472,2010,LAL,Derrick Caracter,Career,Overall,,79.0,36.0,19.7,4.0,7.1,0.563,3.9,6.9,0.57,0.1,0.2,0.313,2.2,3.6,0.628,2.4,3.2,5.6,0.6,0.7,0.8,2.2,3.1,10.3,,5.88
473,2010,ORL,Stanley Robinson,Career,UConn,,126.0,103.0,26.2,3.9,8.0,0.485,3.3,6.3,0.52,0.6,1.7,0.35100000000000003,1.4,2.2,0.6459999999999999,2.1,4.1,6.2,1.0,0.6,1.0,1.7,1.6,9.8,,7.64
474,2010,PHO,Dwayne Collins,Career,Miami (FL),,126.0,99.0,23.6,3.7,6.5,0.565,3.7,6.5,0.565,0.0,0.0,,2.5,4.5,0.563,3.0,4.0,7.0,0.9,0.7,0.7,1.8,2.1,9.9,,7.58
